XNXQ	KCH	KCM	XM
2016-2017-2	00690882	《资治通鉴》导读	2015000028
2016-2017-2	00641772	美式英语语音	2015000028
2016-2017-2	10720571	二年级女生乒乓球	2015000028
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000028
2016-2017-2	30020883	建筑设计（4上）	2015000028
2016-2017-2	30020893	建筑设计（4下）	2015000028
2016-2017-2	40020681	生态建筑学概论	2015000028
2016-2017-2	30020731	建筑设计方法概论（2）	2015000028
2016-2017-2	40020171	传统民居与乡土建筑	2015000028
2016-2017-2	30020271	建筑技术概论	2015000028
2016-2017-2	30020663	建筑美术（5） 	2015000028
2016-2017-2	30020751	CAAD方法	2015000028
2016-2017-2	30020762	建筑构造	2015000028
2016-2017-2	30030262	结构力学	2015000028
2016-2017-2	40021351	建筑设计原理	2015000028
2016-2017-2	30020893	建筑设计（4下）	2015000029
2016-2017-2	30020883	建筑设计（4上）	2015000029
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000029
2016-2017-2	60640272	日语(第二外国语)(2)	2015000029
2016-2017-2	30020663	建筑美术（5） 	2015000029
2016-2017-2	40021351	建筑设计原理	2015000029
2016-2017-2	30030262	结构力学	2015000029
2016-2017-2	30020762	建筑构造	2015000029
2016-2017-2	30020751	CAAD方法	2015000029
2016-2017-2	30000041	东方古代园林史	2015000029
2016-2017-2	40020681	生态建筑学概论	2015000029
2016-2017-2	30020271	建筑技术概论	2015000029
2016-2017-2	10720721	二年级女生游泳中级班	2015000029
2016-2017-2	00510463	中级微观经济学	2015000030
2016-2017-2	00510643	金融学原理	2015000030
2016-2017-2	00691422	科学通史	2015000030
2016-2017-2	10430792	物理实验A(2)	2015000030
2016-2017-2	30310854	航空宇航与力学实验科学及设计	2015000030
2016-2017-2	20310394	材料力学	2015000030
2016-2017-2	10720541	二年级女生垒球	2015000030
2016-2017-2	S1510051	实验室科研探究（4）	2015000030
2016-2017-2	S1510021	实验室科研探究（1）	2015000030
2016-2017-2	00690892	走近清华简	2015000030
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000030
2016-2017-2	20310274	流体力学	2015000030
2016-2017-2	10420252	复变函数引论	2015000030
2016-2017-2	00641852	叙事与认知	2015000030
2016-2017-2	00641772	美式英语语音	2015000030
2016-2017-2	10420803	概率论与数理统计	2015000030
2016-2017-2	20220233	计算机硬件技术基础	2015000030
2016-2017-2	14700023	政治学的视野	2015000031
2016-2017-2	00782401	音乐剧排演(1)	2015000031
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000031
2016-2017-2	30020883	建筑设计（4上）	2015000031
2016-2017-2	30020893	建筑设计（4下）	2015000031
2016-2017-2	00640972	英语演讲艺术	2015000031
2016-2017-2	10720961	二年级男生花样轮滑	2015000031
2016-2017-2	30030262	结构力学	2015000031
2016-2017-2	30020271	建筑技术概论	2015000031
2016-2017-2	30020751	CAAD方法	2015000031
2016-2017-2	30020762	建筑构造	2015000031
2016-2017-2	40021351	建筑设计原理	2015000031
2016-2017-2	30020663	建筑美术（5） 	2015000031
2016-2017-2	00510692	信息管理	2015000032
2016-2017-2	20120293	工程材料(英)	2015000032
2016-2017-2	10720331	二年级男生足球	2015000032
2016-2017-2	00510673	战略管理	2015000032
2016-2017-2	00690702	1966-1976年中国文化史论	2015000032
2016-2017-2	00510683	营销管理	2015000032
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000032
2016-2017-2	10420252	复变函数引论	2015000032
2016-2017-2	20220443	电工技术与电子技术（2）	2015000032
2016-2017-2	20310394	材料力学	2015000032
2016-2017-2	10430792	物理实验A(2)	2015000032
2016-2017-2	30120282	纳米制造与界面科学	2015000032
2016-2017-2	10430792	物理实验A(2)	2015000033
2016-2017-2	10420854	数学实验	2015000033
2016-2017-2	10720341	二年级男生手球	2015000033
2016-2017-2	20340053	化工原理A(2)	2015000033
2016-2017-2	20440224	物理化学A(2)	2015000033
2016-2017-2	10430484	大学物理B(1)	2015000033
2016-2017-2	00450012	生态学	2015000033
2016-2017-2	00450162	现代生物学实验	2015000033
2016-2017-2	20220044	电工与电子技术	2015000033
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000033
2016-2017-2	21550012	电子技术实验	2015000034
2016-2017-2	10430811	物理实验B(2)	2015000034
2016-2017-2	20250064	模拟电子技术基础	2015000034
2016-2017-2	40250144	信号与系统分析	2015000034
2016-2017-2	10420854	数学实验	2015000034
2016-2017-2	30641752	学术写作(2)	2015000034
2016-2017-2	00641883	学术思维与沟通	2015000034
2016-2017-2	10640982	学术英语专项技能——批判性思维	2015000034
2016-2017-2	10720021	体育(2)	2015000034
2016-2017-2	40250182	人工智能导论	2015000034
2016-2017-2	00420033	数学模型	2015000034
2016-2017-2	10720331	二年级男生足球	2015000034
2016-2017-2	30230024	电动力学	2015000035
2016-2017-2	30230711	物理电子学基础实验	2015000035
2016-2017-2	10720971	二年级男生游泳中级班	2015000035
2016-2017-2	00690552	西方文学思潮与作品	2015000035
2016-2017-2	30230832	媒体与认知	2015000035
2016-2017-2	30230842	电子电路与系统基础实验	2015000035
2016-2017-2	30230654	信号与系统（英）	2015000035
2016-2017-2	10430811	物理实验B(2)	2015000035
2016-2017-2	30230742	概率论与随机过程 (1)	2015000035
2016-2017-2	30230793	数字逻辑与处理器基础	2015000035
2016-2017-2	30230852	数字逻辑与处理器基础实验	2015000035
2016-2017-2	30430244	科学计算引论	2015000036
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000036
2016-2017-2	00430093	天文学导论	2015000036
2016-2017-2	10720361	二年级男生健美	2015000036
2016-2017-2	S1510031	实验室科研探究（2）	2015000036
2016-2017-2	30430233	概率论	2015000036
2016-2017-2	00680082	审美的历程	2015000036
2016-2017-2	30511053	公司金融	2015000036
2016-2017-2	10641022	学术英语听说（2）－综述	2015000036
2016-2017-2	20430154	量子力学（1）	2015000036
2016-2017-2	10431052	基础物理实验（4）	2015000036
2016-2017-2	00780531	民族与现代舞赏析	2015000037
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000037
2016-2017-2	10720311	二年级男生篮球	2015000037
2016-2017-2	00640212	英语高级听力	2015000037
2016-2017-2	20430064	量子力学	2015000037
2016-2017-2	40420624	概率论(1)	2015000037
2016-2017-2	30420464	复分析	2015000037
2016-2017-2	30420334	测度与积分	2015000037
2016-2017-2	40660932	非诉讼的纠纷解决制度	2015000038
2016-2017-2	00691432	中国书法文化与实践	2015000038
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000038
2016-2017-2	40660812	中国近代法制研究	2015000038
2016-2017-2	40661504	商法学	2015000038
2016-2017-2	40660875	债法	2015000038
2016-2017-2	00641672	银幕上的救赎：圣经对西方电影的影响	2015000038
2016-2017-2	10720501	二年级女生软式排球	2015000038
2016-2017-2	40660193	知识产权法学	2015000038
2016-2017-2	40660693	法理学	2015000038
2016-2017-2	30230711	物理电子学基础实验	2015000039
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000039
2016-2017-2	30230742	概率论与随机过程 (1)	2015000039
2016-2017-2	00640972	英语演讲艺术	2015000039
2016-2017-2	30230832	媒体与认知	2015000039
2016-2017-2	30230793	数字逻辑与处理器基础	2015000039
2016-2017-2	10720321	二年级男生排球	2015000039
2016-2017-2	30230024	电动力学	2015000039
2016-2017-2	30230104	信号与系统	2015000039
2016-2017-2	30230852	数字逻辑与处理器基础实验	2015000039
2016-2017-2	10430811	物理实验B(2)	2015000039
2016-2017-2	00782311	西方经典歌剧赏析	2015000040
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000040
2016-2017-2	40670683	数据新闻	2015000040
2016-2017-2	10720551	二年级女生旱冰	2015000040
2016-2017-2	10720021	体育(2)	2015000040
2016-2017-2	40670423	数字媒体实务	2015000040
2016-2017-2	30670283	外国新闻传播史	2015000040
2016-2017-2	40670283	影视制作(1)	2015000040
2016-2017-2	00701211	社会心理探索	2015000041
2016-2017-2	02070251	大学生职业生涯规划与发展	2015000041
2016-2017-2	30230852	数字逻辑与处理器基础实验	2015000041
2016-2017-2	30230793	数字逻辑与处理器基础	2015000041
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000041
2016-2017-2	10720371	二年级男生游泳	2015000041
2016-2017-2	30230711	物理电子学基础实验	2015000041
2016-2017-2	30230742	概率论与随机过程 (1)	2015000041
2016-2017-2	10430811	物理实验B(2)	2015000041
2016-2017-2	30230104	信号与系统	2015000041
2016-2017-2	30230303	电磁场与波	2015000041
2016-2017-2	00641822	文化学概论	2015000042
2016-2017-2	40250074	自动控制理论(1)	2015000042
2016-2017-2	00680082	审美的历程	2015000042
2016-2017-2	00700302	科学技术史系列讲座	2015000042
2016-2017-2	10420803	概率论与数理统计	2015000042
2016-2017-2	10720931	二年级男生定向运动	2015000042
2016-2017-2	21550012	电子技术实验	2015000042
2016-2017-2	20250064	模拟电子技术基础	2015000042
2016-2017-2	10430811	物理实验B(2)	2015000042
2016-2017-2	40250144	信号与系统分析	2015000042
2016-2017-2	30250064	计算机原理与应用	2015000042
2016-2017-2	02090091	高技术战争	2015000043
2016-2017-2	00780491	中外名剧欣赏	2015000043
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000043
2016-2017-2	20310394	材料力学	2015000043
2016-2017-2	10720961	二年级男生花样轮滑	2015000043
2016-2017-2	00640312	影视欣赏	2015000043
2016-2017-2	10420252	复变函数引论	2015000043
2016-2017-2	20120103	工程材料	2015000043
2016-2017-2	20220443	电工技术与电子技术（2）	2015000043
2016-2017-2	10430792	物理实验A(2)	2015000043
2016-2017-2	02070251	大学生职业生涯规划与发展	2015000043
2016-2017-2	60640082	俄语(第二外国语)(1)	2015000043
2016-2017-2	03050011	卫生与保健	2015000043
2016-2017-2	10720371	二年级男生游泳	2015000044
2016-2017-2	20030102	弹性力学及有限元基础	2015000044
2016-2017-2	40020253	房屋建筑学	2015000044
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000044
2016-2017-2	40040152	工程地质	2015000044
2016-2017-2	20420103	运筹学	2015000044
2016-2017-2	30030363	测量学	2015000044
2016-2017-2	30040242	水力学(1)	2015000044
2016-2017-2	20030044	结构力学(1)(中文)	2015000044
2016-2017-2	S1510021	实验室科研探究（1）	2015000044
2016-2017-2	21550012	电子技术实验	2015000045
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000045
2016-2017-2	10420803	概率论与数理统计	2015000045
2016-2017-2	10430811	物理实验B(2)	2015000045
2016-2017-2	40250144	信号与系统分析	2015000045
2016-2017-2	20250064	模拟电子技术基础	2015000045
2016-2017-2	30250064	计算机原理与应用	2015000045
2016-2017-2	10720371	二年级男生游泳	2015000045
2016-2017-2	20430064	量子力学	2015000046
2016-2017-2	00701211	社会心理探索	2015000046
2016-2017-2	10691183	创新人才与大学文化	2015000046
2016-2017-2	02090091	高技术战争	2015000046
2016-2017-2	20750021	文献检索与利用(理工类)	2015000046
2016-2017-2	21510063	金工实习B(分散)	2015000046
2016-2017-2	40420193	数理方程与特殊函数	2015000046
2016-2017-2	10430723	近代物理实验B组	2015000046
2016-2017-2	20220064	电子技术	2015000046
2016-2017-2	10720371	二年级男生游泳	2015000046
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000046
2016-2017-2	00590052	中国的统一与台湾问题	2015000047
2016-2017-2	00782221	现代舞基础	2015000047
2016-2017-2	00690702	1966-1976年中国文化史论	2015000047
2016-2017-2	00782671	古典钢琴音乐作品赏析	2015000047
2016-2017-2	10641182	艺术英语(2) 	2015000047
2016-2017-2	30230742	概率论与随机过程 (1)	2015000047
2016-2017-2	S1510051	实验室科研探究（4）	2015000047
2016-2017-2	30230793	数字逻辑与处理器基础	2015000047
2016-2017-2	30230711	物理电子学基础实验	2015000047
2016-2017-2	30230852	数字逻辑与处理器基础实验	2015000047
2016-2017-2	30230104	信号与系统	2015000047
2016-2017-2	30230303	电磁场与波	2015000047
2016-2017-2	10430811	物理实验B(2)	2015000047
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000047
2016-2017-2	S1510041	实验室科研探究（3）	2015000047
2016-2017-2	10720481	二年级女生健美操	2015000047
2016-2017-2	10720311	二年级男生篮球	2015000048
2016-2017-2	30240551	数字逻辑实验	2015000048
2016-2017-2	10420803	概率论与数理统计	2015000048
2016-2017-2	10430811	物理实验B(2)	2015000048
2016-2017-2	30240042	人工智能导论	2015000048
2016-2017-2	40240432	形式语言与自动机	2015000048
2016-2017-2	00690262	《老子》与《论语》	2015000048
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000048
2016-2017-2	10641102	快乐英语写作	2015000048
2016-2017-2	40240422	计算机图形学基础	2015000048
2016-2017-2	30240343	数字逻辑电路	2015000048
2016-2017-2	10640992	英语口译	2015000049
2016-2017-2	10430811	物理实验B(2)	2015000049
2016-2017-2	21550012	电子技术实验	2015000049
2016-2017-2	10720311	二年级男生篮球	2015000049
2016-2017-2	10641022	学术英语听说（2）－综述	2015000049
2016-2017-2	30250064	计算机原理与应用	2015000049
2016-2017-2	10420803	概率论与数理统计	2015000049
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000049
2016-2017-2	20250064	模拟电子技术基础	2015000049
2016-2017-2	40250144	信号与系统分析	2015000049
2016-2017-2	10421102	线性代数(2)	2015000050
2016-2017-2	60640242	德语(第二外国语)(2)	2015000050
2016-2017-2	20440161	物理化学实验B(2)	2015000050
2016-2017-2	30350074	材料科学基础(2)	2015000050
2016-2017-2	30350271	材料科学与工程实验（1）	2015000050
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2015000050
2016-2017-2	30350232	量子与统计B	2015000050
2016-2017-2	00690672	《庄子》导读	2015000050
2016-2017-2	00641552	音乐中的文化	2015000050
2016-2017-2	10420803	概率论与数理统计	2015000050
2016-2017-2	00690262	《老子》与《论语》	2015000050
2016-2017-2	10720591	二年级女生自卫防身	2015000050
2016-2017-2	20740073	计算机程序设计基础	2015000050
2016-2017-2	20350033	工程材料	2015000050
2016-2017-2	40220422	数字信号处理DSP实验	2014000001
2016-2017-2	10641102	快乐英语写作	2014000001
2016-2017-2	40220472	电气设备在线监测	2014000001
2016-2017-2	10721041	三年级男生网球	2014000001
2016-2017-2	40221022	大电流能量技术与应用	2014000001
2016-2017-2	40220912	太阳能光伏发电及其应用	2014000001
2016-2017-2	40221052	能量转化原理与技术	2014000001
2016-2017-2	30220323	高电压工程	2014000001
2016-2017-2	40220723	电力系统分析	2014000001
2016-2017-2	30230703	数字图像处理	2014000002
2016-2017-2	30230202	天线原理	2014000002
2016-2017-2	30230832	媒体与认知	2014000002
2016-2017-2	40230821	电磁场与微波实验	2014000002
2016-2017-2	10721041	三年级男生网球	2014000002
2016-2017-2	10641022	学术英语听说（2）－综述	2014000002
2016-2017-2	40231091	语音信号处理实验	2014000002
2016-2017-2	20230192	单片机和嵌入式系统	2014000002
2016-2017-2	30230763	固体物理基础	2014000002
2016-2017-2	40231103	语音信号处理	2014000002
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2014000002
2016-2017-2	30230923	统计信号处理基础	2014000002
2016-2017-2	44000321	药学实践A	2014000003
2016-2017-2	10721791	三年级女生水中健身	2014000003
2016-2017-2	44000112	药剂学	2014000003
2016-2017-2	44000123	药物化学	2014000003
2016-2017-2	44000163	药物分析	2014000003
2016-2017-2	44000254	药学综合实验	2014000003
2016-2017-2	44000261	药剂学实验	2014000003
2016-2017-2	44000361	药物化学实验	2014000003
2016-2017-2	44000392	药物设计	2014000003
2016-2017-2	10721341	三年级男生功夫扇	2014000004
2016-2017-2	40031031	土木工程材料前沿	2014000004
2016-2017-2	40031013	工程结构加固原理及典型案例分析	2014000004
2016-2017-2	40031021	计算结构力学概论	2014000004
2016-2017-2	40030132	结构试验	2014000004
2016-2017-2	40030851	土木规划学	2014000004
2016-2017-2	40030782	桥梁工程	2014000004
2016-2017-2	30030323	土木工程CAD技术基础	2014000004
2016-2017-2	30040162	基础工程	2014000004
2016-2017-2	30910032	建筑施工技术	2014000004
2016-2017-2	30910052	工程项目管理(1)	2014000004
2016-2017-2	40030584	施工实习	2014000004
2016-2017-2	40030673	混凝土结构设计	2014000004
2016-2017-2	40030682	钢结构课程设计	2014000004
2016-2017-2	30030471	地震工程概论	2014000004
2016-2017-2	40030702	结构矩阵分析（英）	2014000004
2016-2017-2	10721041	三年级男生网球	2014000005
2016-2017-2	40511331	人生发展与职业规划（2）	2014000005
2016-2017-2	30511053	公司金融	2014000005
2016-2017-2	40030584	施工实习	2014000005
2016-2017-2	40910082	工程项目管理(2)	2014000005
2016-2017-2	40700743	货币银行学 	2014000005
2016-2017-2	30510202	管理信息系统	2014000005
2016-2017-2	20240033	数值分析	2014000005
2016-2017-2	00740043	C++语言程序设计	2014000005
2016-2017-2	40660664	民法总论	2014000005
2016-2017-2	00510133	会计学原理	2014000005
2016-2017-2	30030372	房地产开发经营与管理	2014000005
2016-2017-2	30910032	建筑施工技术	2014000005
2016-2017-2	30910042	建筑施工组织	2014000005
2016-2017-2	40910161	建筑安全与健康	2014000005
2016-2017-2	40910173	工程估价原理与实践	2014000005
2016-2017-2	10721181	三年级男生击剑	2014000006
2016-2017-2	40030702	结构矩阵分析（英）	2014000006
2016-2017-2	20030162	混凝土结构(2)	2014000006
2016-2017-2	30040162	基础工程	2014000006
2016-2017-2	30910032	建筑施工技术	2014000006
2016-2017-2	30910052	工程项目管理(1)	2014000006
2016-2017-2	40030584	施工实习	2014000006
2016-2017-2	40030673	混凝土结构设计	2014000006
2016-2017-2	40030682	钢结构课程设计	2014000006
2016-2017-2	30030323	土木工程CAD技术基础	2014000006
2016-2017-2	30030471	地震工程概论	2014000006
2016-2017-2	40031021	计算结构力学概论	2014000006
2016-2017-2	30511013	国际金融市场	2014000007
2016-2017-2	00740143	Visual Basic 程序设计	2014000007
2016-2017-2	00740202	网页设计与制作	2014000007
2016-2017-2	02070071	大学生心理训练与潜能开发	2014000007
2016-2017-2	10721081	三年级男生羽毛球	2014000007
2016-2017-2	30510763	中级宏观经济学	2014000007
2016-2017-2	40510983	中国经济专题	2014000007
2016-2017-2	30420334	测度与积分	2014000007
2016-2017-2	40511223	行为经济学	2014000007
2016-2017-2	30510523	货币银行学	2014000007
2016-2017-2	10721561	三年级女生形体	2014000008
2016-2017-2	00780091	大学生音乐知识与欣赏	2014000008
2016-2017-2	00510493	产业组织理论	2014000008
2016-2017-2	00510563	货币银行学	2014000008
2016-2017-2	00510583	发展经济学	2014000008
2016-2017-2	00510643	金融学原理	2014000008
2016-2017-2	80660673	普通法精要（4）	2014000008
2016-2017-2	30641883	理解文学	2014000009
2016-2017-2	30640132	英语听力(2)	2014000009
2016-2017-2	30641744	阅读与思辨（4）	2014000009
2016-2017-2	02050032	媒介素养综合知识与实践	2014000009
2016-2017-2	S1510021	实验室科研探究（1）	2014000009
2016-2017-2	30641582	口译（2）	2014000009
2016-2017-2	40641132	社会语言学	2014000009
2016-2017-2	40641413	语言的实证研究	2014000009
2016-2017-2	40641081	经典作品阅读（6）	2014000009
2016-2017-2	40641332	文学翻译	2014000009
2016-2017-2	60640282	法语(第二外国语)(2)	2014000010
2016-2017-2	30641582	口译（2）	2014000010
2016-2017-2	40641332	文学翻译	2014000010
2016-2017-2	40641081	经典作品阅读（6）	2014000010
2016-2017-2	00782152	西方音乐史	2014000010
2016-2017-2	00780531	民族与现代舞赏析	2014000010
2016-2017-2	40640812	句法学导论	2014000010
2016-2017-2	30640132	英语听力(2)	2014000010
2016-2017-2	S1510031	实验室科研探究（2）	2014000010
2016-2017-2	00510742	运作管理	2014000010
2016-2017-2	00510722	组织行为学	2014000010
2016-2017-2	00510732	推动创新的知识产权战略	2014000010
2016-2017-2	10721571	三年级女生游泳	2014000010
2016-2017-2	00690222	儒家经典导读	2014000010
2016-2017-2	00050071	环境保护与可持续发展	2014000010
2016-2017-2	10721361	三年级男生台球	2014000011
2016-2017-2	00450192	花卉鉴赏	2014000011
2016-2017-2	30450233	生物物理学	2014000011
2016-2017-2	00691422	科学通史	2014000011
2016-2017-2	40700413	政治社会学	2014000011
2016-2017-2	00780271	交响音乐赏析	2014000011
2016-2017-2	00450182	生命科学简史	2014000011
2016-2017-2	30700383	社会科学统计学入门	2014000011
2016-2017-2	00781872	西方古典音乐文化	2014000012
2016-2017-2	40511323	人机接口设计	2014000012
2016-2017-2	10721041	三年级男生网球	2014000012
2016-2017-2	30510942	Java程序设计	2014000012
2016-2017-2	30510773	运筹学(1)	2014000012
2016-2017-2	30510202	管理信息系统	2014000012
2016-2017-2	30510332	系统分析与设计	2014000012
2016-2017-2	30511062	中国与世界：制度演变	2014000012
2016-2017-2	40510872	面向对象的分析设计方法	2014000012
2016-2017-2	40511492	智能技术	2014000012
2016-2017-2	30590023	社会研究方法	2014000013
2016-2017-2	40590023	组织与管理学基础	2014000013
2016-2017-2	40590033	公共管理概论	2014000013
2016-2017-2	40510343	管理会计(1)	2014000013
2016-2017-2	20690013	逻辑学	2014000013
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2014000013
2016-2017-2	30640132	英语听力(2)	2014000013
2016-2017-2	30510123	会计学原理	2014000013
2016-2017-2	30641752	学术写作(2)	2014000013
2016-2017-2	40690573	晚清史	2014000013
2016-2017-2	40640722	美国文学史	2014000013
2016-2017-2	10721551	三年级女生旱冰	2014000013
2016-2017-2	30700383	社会科学统计学入门	2014000013
2016-2017-2	30641582	口译（2）	2014000013
2016-2017-2	40641132	社会语言学	2014000013
2016-2017-2	30230993	现代计算机体系架构	2014000014
2016-2017-2	10721081	三年级男生羽毛球	2014000014
2016-2017-2	40809756	数字娱乐设计（2）	2014000014
2016-2017-2	40809732	游戏交互技术	2014000014
2016-2017-2	40809691	娱乐产业运营系列讲座	2014000014
2016-2017-2	40809711	游戏分析与评测	2014000014
2016-2017-2	30230162	计算机图形基础	2014000014
2016-2017-2	30230703	数字图像处理	2014000014
2016-2017-2	30230763	固体物理基础	2014000014
2016-2017-2	30230832	媒体与认知	2014000014
2016-2017-2	40230821	电磁场与微波实验	2014000014
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2014000014
2016-2017-2	40021483	建筑设计（7）	2014000015
2016-2017-2	60640102	法语(第二外国语)(1)	2014000015
2016-2017-2	40021251	当代建筑设计思潮	2014000015
2016-2017-2	10721551	三年级女生旱冰	2014000015
2016-2017-2	40020472	中国近代建筑史	2014000015
2016-2017-2	40021101	当代建筑设计理论	2014000015
2016-2017-2	30020801	中国执业建筑师的专业素养	2014000015
2016-2017-2	21510141	金工实习D(分散)	2014000015
2016-2017-2	30020451	建筑热环境	2014000015
2016-2017-2	30020461	建筑光环境	2014000015
2016-2017-2	30020572	城市规划原理	2014000015
2016-2017-2	30511062	中国与世界：制度演变	2014000016
2016-2017-2	30510863	发展经济学	2014000016
2016-2017-2	30510403	审计学(2)	2014000016
2016-2017-2	10721511	三年级女生网球	2014000016
2016-2017-2	10450012	现代生物学导论	2014000016
2016-2017-2	00691153	不朽的艺术：走进大师与经典	2014000016
2016-2017-2	30511013	国际金融市场	2014000016
2016-2017-2	30510523	货币银行学	2014000016
2016-2017-2	00590052	中国的统一与台湾问题	2014000017
2016-2017-2	40640812	句法学导论	2014000017
2016-2017-2	40160803	线性回归分析	2014000018
2016-2017-2	40160763	多元统计分析	2014000018
2016-2017-2	30511062	中国与世界：制度演变	2014000018
2016-2017-2	40511223	行为经济学	2014000018
2016-2017-2	10721031	三年级男生足球提高课	2014000018
2016-2017-2	00740023	多媒体设计与制作	2014000018
2016-2017-2	00240074	数据结构	2014000018
2016-2017-2	30511013	国际金融市场	2014000018
2016-2017-2	40511373	精算学(1)	2014000018
2016-2017-2	30510523	货币银行学	2014000018
2016-2017-2	00420033	数学模型	2014000019
2016-2017-2	40420784	代数学前沿基础	2014000019
2016-2017-2	40420664	偏微分方程	2014000019
2016-2017-2	00430093	天文学导论	2014000019
2016-2017-2	00640252	英语报刊选读	2014000019
2016-2017-2	10430792	物理实验A(2)	2014000019
2016-2017-2	10721131	三年级男生跳水	2014000019
2016-2017-2	40420534	数学规划	2014000019
2016-2017-2	30420433	线性回归	2014000019
2016-2017-2	34100224	离散数学	2014000020
2016-2017-2	20740102	计算机程序设计基础	2014000021
2016-2017-2	30240551	数字逻辑实验	2014000021
2016-2017-2	00701271	心理学入门	2014000021
2016-2017-2	40240432	形式语言与自动机	2014000021
2016-2017-2	40470194	言语科学技术及创新应用	2014000021
2016-2017-2	10721091	三年级男生沙滩排球	2014000021
2016-2017-2	20470024	普通物理（1）（英）	2014000021
2016-2017-2	30470084	操作系统	2014000021
2016-2017-2	40470034	分布式计算（基础与系统）	2014000021
2016-2017-2	40240692	存储技术基础	2014000022
2016-2017-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2014000022
2016-2017-2	40240532	机器学习概论	2014000022
2016-2017-2	40240702	以服务为中心的软件开发设计与实现	2014000022
2016-2017-2	40240443	计算机系统结构	2014000022
2016-2017-2	10721111	三年级男生健美	2014000022
2016-2017-2	40240751	计算机软件前沿技术	2014000022
2016-2017-2	10420854	数学实验	2014000022
2016-2017-2	30240243	操作系统	2014000022
2016-2017-2	40030352	建筑材料	2014000023
2016-2017-2	00691422	科学通史	2014000023
2016-2017-2	40040882	计算河流及河口海岸动力学	2014000023
2016-2017-2	00781882	多元文化中的音乐现象	2014000024
2016-2017-2	40021483	建筑设计（7）	2014000024
2016-2017-2	00740202	网页设计与制作	2014000024
2016-2017-2	00780271	交响音乐赏析	2014000024
2016-2017-2	10721511	三年级女生网球	2014000024
2016-2017-2	30020801	中国执业建筑师的专业素养	2014000024
2016-2017-2	30020741	城市设计概论	2014000024
2016-2017-2	30020811	中国古代建筑理论概说	2014000024
2016-2017-2	21510141	金工实习D(分散)	2014000024
2016-2017-2	30020451	建筑热环境	2014000024
2016-2017-2	30020461	建筑光环境	2014000024
2016-2017-2	30020572	城市规划原理	2014000024
2016-2017-2	40660812	中国近代法制研究	2014000025
2016-2017-2	00510573	劳动经济学	2014000025
2016-2017-2	00510563	货币银行学	2014000025
2016-2017-2	00510583	发展经济学	2014000025
2016-2017-2	10721781	三年级女生气排球	2014000025
2016-2017-2	00690882	《资治通鉴》导读	2014000025
2016-2017-2	00641642	西学东渐与中国现代化	2014000025
2016-2017-2	00690552	西方文学思潮与作品	2014000025
2016-2017-2	40660043	国际私法学	2014000025
2016-2017-2	40660583	国际经济法学	2014000025
2016-2017-2	00510133	会计学原理	2014000026
2016-2017-2	80601493	互联网金融发展史与商业模式	2014000026
2016-2017-2	30510202	管理信息系统	2014000027
2016-2017-2	10721041	三年级男生网球	2014000027
2016-2017-2	30510332	系统分析与设计	2014000027
2016-2017-2	40510872	面向对象的分析设计方法	2014000027
2016-2017-2	40511492	智能技术	2014000027
2016-2017-2	40160733	应用时间序列分析	2014000027
2016-2017-2	40160803	线性回归分析	2014000027
2016-2017-2	40160763	多元统计分析	2014000027
2016-2017-2	30511062	中国与世界：制度演变	2014000027
2016-2017-2	40511502	管理科学与工程科研导论	2014000027
2016-2017-2	30510123	会计学原理	2014000028
2016-2017-2	40700743	货币银行学 	2014000028
2016-2017-2	00690702	1966-1976年中国文化史论	2014000028
2016-2017-2	40220063	电力系统继电保护	2014000028
2016-2017-2	40220972	电力系统可靠性评估与应用	2014000028
2016-2017-2	40220723	电力系统分析	2014000028
2016-2017-2	40220502	电气工程技术发展讲座	2014000028
2016-2017-2	40220882	智能电网概论	2014000028
